ID_Poliza,Fecha_Inicio,Fecha_Fin,ID_Cobertura,ID_Region,Tipo_Vehiculo,Uso_Vehiculo,Valor_Vehiculo,Prima_Emitida,Edad_Asegurado,Sexo,Estado
POL01180,2022-09-11,2023-09-11,COB02,REG02,SUV,Particular,212000.0,11169.45,47,M,Vencida
POL01181,2022-10-21,2023-10-21,COB03,REG01,SUV,Particular,182000.0,7238.01,49,F,Vencida
POL01182,2023-06-27,2024-06-26,COB03,REG02,Camioneta,Particular,161000.0,5272.34,62,F,Vencida
POL01183,2022-05-13,2023-05-13,COB01,REG03,SUV,Particular,143000.0,17046.33,20,F,Vencida
POL01184,2023-08-14,2024-02-10,COB04,REG02,SUV,Comercial,261000.0,7244.33,24,M,Vencida
POL01185,2023-05-27,2024-05-26,COB03,REG01,Sedán,Particular,147000.0,5266.09,32,M,Vencida
POL01186,2023-10-16,2024-10-15,COB01,REG01,Compacto,Particular,140000.0,16369.8,64,F,Vencida
POL01187,2023-04-03,2024-04-02,COB01,REG05,Compacto,Particular,180000.0,12156.32,56,F,Vencida
POL01188,2022-12-01,2023-05-30,COB03,REG01,SUV,Particular,212000.0,7061.6,60,F,Vencida
POL01189,2023-09-26,2024-09-25,COB02,REG05,Camioneta,Comercial,165000.0,9895.36,74,M,Vencida
POL01190,2023-08-08,2024-08-07,COB01,REG01,Camioneta,Particular,228000.0,21267.87,42,M,Vencida
POL01191,2022-03-13,2022-09-09,COB04,REG04,Camioneta,Particular,178000.0,5556.18,25,M,Vencida
POL01192,2023-10-20,2024-10-19,COB01,REG01,Sedán,Particular,530000.0,18269.16,34,M,Vencida
POL01193,2023-12-18,2024-12-17,COB01,REG01,Sedán,Particular,273000.0,17547.96,44,M,Vencida
POL01194,2023-01-03,2024-01-03,COB01,REG01,SUV,Particular,313000.0,22414.9,28,M,Vencida
POL01195,2023-11-02,2024-11-01,COB01,REG01,Compacto,Particular,116000.0,15444.51,41,M,Vencida
POL01196,2022-10-19,2023-04-17,COB04,REG01,Sedán,Particular,145000.0,7375.97,69,M,Vencida
POL01197,2022-02-03,2023-02-03,COB01,REG02,Sedán,Comercial,497000.0,14849.98,70,M,Vencida
POL01198,2022-06-09,2023-06-09,COB01,REG03,Camioneta,Comercial,270000.0,15313.53,45,F,Vencida
POL01199,2022-08-03,2023-01-30,COB01,REG02,Compacto,Particular,233000.0,12618.71,48,F,Vencida
POL01200,2023-06-30,2024-06-29,COB01,REG01,Compacto,Particular,183000.0,15411.03,39,M,Vencida
POL01201,2023-07-14,2024-07-13,COB01,REG05,Camioneta,Particular,256000.0,14356.5,69,F,Vencida
POL01202,2023-05-02,2024-05-01,COB03,REG02,SUV,Particular,307000.0,6135.08,72,M,Vencida
POL01203,2022-07-19,2023-07-19,COB01,REG03,Pickup,Particular,221000.0,16390.44,74,F,Vencida
POL01204,2023-05-28,2024-05-27,COB02,REG05,Compacto,Particular,326000.0,7524.33,26,M,Vencida
POL01205,2023-04-25,2024-04-24,COB01,REG02,SUV,Particular,157000.0,17433.59,24,M,Vencida
POL01206,2022-01-25,2023-01-25,COB02,REG03,Camioneta,Particular,286000.0,10274.89,23,M,Vencida
POL01207,2022-08-28,2023-08-28,COB01,REG03,SUV,Particular,145000.0,16507.88,58,F,Vencida
POL01208,2022-04-18,2023-04-18,COB04,REG05,Compacto,Particular,140000.0,4609.77,55,M,Vencida
POL01209,2022-11-01,2023-11-01,COB03,REG05,SUV,Particular,262000.0,5035.14,60,F,Vencida
POL01210,2023-06-08,2024-06-07,COB01,REG02,Sedán,Particular,222000.0,14258.15,62,F,Vencida
POL01211,2022-01-30,2023-01-30,COB02,REG03,Sedán,Particular,142000.0,8312.44,58,F,Vencida
POL01212,2023-08-19,2024-08-18,COB02,REG01,Sedán,Particular,178000.0,11283.48,74,F,Vencida
POL01213,2022-02-01,2023-02-01,COB02,REG05,SUV,Particular,257000.0,9938.44,68,F,Vencida
POL01214,2022-12-26,2023-12-26,COB02,REG03,SUV,Particular,122000.0,11066.19,27,M,Vencida
POL01215,2023-05-12,2024-05-11,COB01,REG01,Sedán,Particular,242000.0,18487.77,32,F,Vencida
POL01216,2022-01-08,2023-01-08,COB04,REG03,Camioneta,Particular,224000.0,6625.16,36,M,Vencida
POL01217,2022-12-29,2023-12-29,COB03,REG02,Sedán,Particular,208000.0,5125.32,37,M,Vencida
POL01218,2023-06-11,2024-06-10,COB02,REG01,Sedán,Particular,464000.0,11250.37,47,F,Vencida
POL01219,2023-05-27,2024-05-26,COB01,REG05,Pickup,Particular,267000.0,15037.05,32,M,Vencida
POL01220,2023-01-22,2024-01-22,COB03,REG05,Camioneta,Particular,324000.0,4590.14,57,M,Vencida
POL01221,2023-09-12,2024-09-11,COB01,REG01,Pickup,Particular,236000.0,18996.21,18,M,Vencida
POL01222,2023-05-28,2024-05-27,COB01,REG03,Sedán,Particular,282000.0,14827.31,27,M,Vencida
POL01223,2023-05-15,2024-05-14,COB01,REG03,SUV,Comercial,237000.0,15564.66,55,F,Vencida
POL01224,2022-04-19,2023-04-19,COB01,REG03,Sedán,Particular,140000.0,14433.45,61,F,Vencida
POL01225,2023-11-08,2024-11-07,COB02,REG03,Compacto,Comercial,238000.0,7482.1,20,M,Vencida
POL01226,2022-01-10,2023-01-10,COB01,REG03,SUV,Particular,353000.0,17913.26,65,M,Vencida
POL01227,2023-07-11,2024-07-10,COB02,REG03,SUV,Particular,109000.0,10735.92,48,M,Vencida
POL01228,2023-08-09,2024-08-08,COB01,REG02,Sedán,Particular,164000.0,14830.78,26,F,Vencida
POL01229,2023-10-03,2024-03-31,COB01,REG01,SUV,Particular,483000.0,20826.18,47,F,Vencida
POL01230,2022-11-23,2023-11-23,COB03,REG04,SUV,Particular,158000.0,5036.45,26,M,Vencida
POL01231,2022-01-07,2023-01-07,COB02,REG01,SUV,Comercial,106000.0,12532.12,31,M,Vencida
POL01232,2023-07-26,2024-07-25,COB02,REG05,Compacto,Comercial,192000.0,8004.84,30,M,Vencida
POL01233,2023-02-09,2023-08-08,COB01,REG01,Sedán,Particular,257000.0,18293.12,67,M,Vencida
POL01234,2022-07-03,2022-12-30,COB01,REG03,SUV,Particular,246000.0,16413.71,51,M,Vencida
POL01235,2023-02-02,2024-02-02,COB01,REG01,SUV,Particular,417000.0,21577.05,39,F,Vencida
POL01236,2023-12-06,2024-12-05,COB01,REG05,Compacto,Particular,294000.0,12047.31,29,F,Vencida
POL01237,2023-10-05,2024-10-04,COB04,REG03,Pickup,Comercial,229000.0,5851.75,18,M,Vencida
POL01238,2022-06-14,2023-06-14,COB01,REG01,Sedán,Particular,317000.0,16828.4,68,F,Vencida
POL01239,2023-08-03,2024-08-02,COB04,REG03,SUV,Particular,200000.0,6961.85,19,F,Vencida
POL01240,2022-12-15,2023-12-15,COB01,REG02,Sedán,Particular,149000.0,14854.59,52,F,Vencida
POL01241,2023-11-29,2024-05-27,COB02,REG03,Compacto,Particular,241000.0,8310.44,40,M,Vencida
POL01242,2022-07-14,2023-07-14,COB01,REG04,Compacto,Particular,361000.0,11245.87,24,M,Vencida
POL01243,2022-06-13,2023-06-13,COB01,REG03,Camioneta,Particular,150000.0,17027.71,50,F,Vencida
POL01244,2023-05-01,2024-04-30,COB03,REG03,Camioneta,Particular,137000.0,4761.1,42,M,Vencida
POL01245,2022-10-04,2023-10-04,COB03,REG03,Pickup,Particular,172000.0,5137.0,40,M,Vencida
POL01246,2023-12-02,2024-12-01,COB03,REG03,Sedán,Particular,163000.0,4143.2,46,M,Vencida
POL01247,2022-04-24,2023-04-24,COB02,REG03,Compacto,Particular,185000.0,7794.27,36,M,Vencida
POL01248,2022-11-19,2023-11-19,COB01,REG03,Sedán,Particular,310000.0,13283.93,18,M,Vencida
POL01249,2022-03-29,2023-03-29,COB02,REG02,Pickup,Particular,184000.0,10581.21,48,M,Vencida
POL01250,2022-06-08,2023-06-08,COB02,REG02,Compacto,Particular,216000.0,8759.6,29,M,Vencida
POL01251,2022-08-22,2023-08-22,COB02,REG05,SUV,Particular,260000.0,9880.77,35,M,Vencida
POL01252,2023-07-25,2024-07-24,COB04,REG02,Sedán,Particular,525000.0,6223.55,38,F,Vencida
POL01253,2022-04-23,2023-04-23,COB01,REG03,SUV,Particular,524000.0,15885.72,73,M,Vencida
POL01254,2022-11-03,2023-11-03,COB03,REG03,SUV,Particular,290000.0,5521.21,44,F,Vencida
POL01255,2023-09-18,2024-09-17,COB01,REG03,Compacto,Comercial,264000.0,12788.81,42,F,Vencida
POL01256,2022-10-29,2023-10-29,COB01,REG01,Compacto,Particular,404000.0,15852.82,69,M,Vencida
POL01257,2023-08-20,2024-08-19,COB02,REG01,Compacto,Particular,359000.0,10251.91,45,F,Vencida
POL01258,2023-07-24,2024-07-23,COB02,REG05,Camioneta,Particular,420000.0,9572.56,33,F,Vencida
POL01259,2023-05-27,2024-05-26,COB01,REG01,Camioneta,Particular,144000.0,20348.6,62,M,Vencida
POL01260,2023-05-03,2024-05-02,COB01,REG02,Compacto,Particular,218000.0,12757.31,36,F,Vencida
POL01261,2022-03-24,2023-03-24,COB02,REG01,SUV,Particular,337000.0,14478.81,59,M,Vencida
POL01262,2023-03-10,2024-03-09,COB02,REG01,SUV,Particular,228000.0,13011.82,57,F,Vencida
POL01263,2022-01-26,2023-01-13,COB02,REG02,Sedán,Particular,189000.0,10659.4,55,M,Cancelada
POL01264,2022-04-15,2023-04-15,COB01,REG02,Compacto,Particular,259000.0,13120.9,70,F,Vencida
POL01265,2023-02-24,2023-08-23,COB02,REG04,Camioneta,Particular,190000.0,9160.55,44,F,Vencida
POL01266,2023-06-09,2024-06-08,COB01,REG04,Sedán,Particular,246000.0,12641.67,45,F,Vencida
POL01267,2022-06-18,2023-06-18,COB01,REG01,SUV,Particular,404000.0,20311.46,30,M,Vencida
POL01268,2022-03-11,2023-03-11,COB01,REG01,Compacto,Particular,275000.0,16471.8,51,M,Vencida
POL01269,2022-03-14,2023-03-14,COB03,REG05,SUV,Comercial,185000.0,5444.16,67,M,Vencida
POL01270,2022-05-05,2023-05-05,COB03,REG01,Compacto,Particular,159000.0,5275.89,28,M,Vencida
POL01271,2022-04-06,2023-04-06,COB04,REG04,Sedán,Particular,192000.0,5085.75,49,M,Vencida
POL01272,2023-02-17,2023-06-17,COB02,REG01,Sedán,Particular,235000.0,11340.24,25,F,Cancelada
POL01273,2022-07-21,2023-01-17,COB02,REG01,SUV,Particular,363000.0,14008.08,44,F,Vencida
POL01274,2023-04-29,2024-03-18,COB02,REG02,Compacto,Particular,209000.0,8221.47,62,M,Cancelada
POL01275,2022-05-22,2023-05-22,COB02,REG05,Sedán,Particular,194000.0,8762.24,48,M,Vencida
POL01276,2022-03-17,2023-03-17,COB01,REG05,Pickup,Comercial,346000.0,15011.58,44,M,Vencida
POL01277,2022-01-26,2023-01-26,COB01,REG05,Compacto,Particular,239000.0,10889.41,54,F,Vencida
POL01278,2023-04-15,2024-04-14,COB03,REG01,Compacto,Particular,297000.0,4593.18,34,M,Vencida
POL01279,2022-04-25,2023-04-25,COB04,REG01,SUV,Comercial,222000.0,8817.33,59,M,Vencida
POL01280,2022-06-12,2022-12-09,COB01,REG04,Sedán,Particular,392000.0,11621.73,30,F,Vencida
POL01281,2022-06-29,2023-06-29,COB01,REG01,Compacto,Particular,257000.0,14762.07,28,F,Vencida
POL01282,2022-04-28,2023-04-28,COB01,REG03,Sedán,Particular,155000.0,12934.53,74,M,Vencida
POL01283,2023-07-20,2024-07-19,COB03,REG01,Camioneta,Particular,434000.0,6281.07,44,F,Vencida
POL01284,2023-09-25,2024-03-23,COB01,REG01,Compacto,Particular,162000.0,14852.22,19,F,Vencida
POL01285,2022-03-28,2023-03-28,COB01,REG03,Compacto,Particular,141000.0,12883.51,50,M,Vencida
POL01286,2023-11-28,2024-11-27,COB03,REG03,SUV,Particular,188000.0,5218.41,69,M,Vencida
POL01287,2023-11-08,2024-11-07,COB02,REG04,Sedán,Particular,316000.0,7513.61,28,F,Vencida
POL01288,2022-05-30,2023-05-30,COB02,REG01,Sedán,Particular,318000.0,11202.57,56,F,Vencida
POL01289,2023-06-26,2024-06-25,COB01,REG02,Compacto,Particular,225000.0,13785.76,22,M,Vencida
POL01290,2023-08-29,2024-08-28,COB01,REG03,Sedán,Particular,245000.0,13417.53,64,F,Vencida
POL01291,2023-01-26,2024-01-26,COB01,REG02,Pickup,Particular,455000.0,17731.07,27,M,Vencida
POL01292,2023-07-15,2024-07-14,COB02,REG01,Sedán,Particular,226000.0,11841.98,52,M,Vencida
POL01293,2023-09-09,2024-09-08,COB02,REG02,Sedán,Particular,128000.0,10295.22,68,M,Vencida
POL01294,2023-03-20,2024-03-19,COB04,REG01,Camioneta,Particular,336000.0,7767.07,26,F,Vencida
POL01295,2022-05-19,2023-05-19,COB03,REG02,Compacto,Particular,185000.0,4555.79,35,M,Vencida
POL01296,2022-12-19,2023-12-19,COB02,REG02,Compacto,Particular,479000.0,9390.63,36,M,Vencida
POL01297,2022-07-10,2023-07-10,COB02,REG02,SUV,Particular,177000.0,12084.7,52,M,Vencida
POL01298,2022-03-24,2023-03-24,COB01,REG02,Sedán,Particular,528000.0,14461.64,71,M,Vencida
POL01299,2022-04-04,2023-04-04,COB04,REG03,Sedán,Comercial,134000.0,5154.92,67,F,Vencida
POL01300,2023-06-11,2024-06-10,COB02,REG03,Pickup,Particular,174000.0,9337.86,19,M,Vencida
POL01301,2022-10-07,2023-09-24,COB01,REG03,SUV,Particular,196000.0,17045.54,48,M,Cancelada
POL01302,2022-01-07,2023-01-07,COB03,REG04,Sedán,Particular,300000.0,3797.29,55,M,Vencida
POL01303,2023-11-09,2024-11-08,COB02,REG04,Compacto,Comercial,197000.0,7109.16,42,M,Vencida
POL01304,2023-02-07,2024-02-07,COB01,REG01,Compacto,Particular,451000.0,16043.04,38,M,Vencida
POL01305,2023-12-16,2024-12-15,COB01,REG01,Compacto,Particular,211000.0,15936.94,20,M,Vencida
POL01306,2023-07-02,2024-07-01,COB03,REG02,Compacto,Particular,198000.0,4052.49,41,M,Vencida
POL01307,2023-06-21,2024-06-20,COB02,REG05,SUV,Particular,277000.0,10968.24,28,F,Vencida
POL01308,2023-01-04,2023-07-03,COB02,REG03,Camioneta,Particular,120000.0,10374.1,55,M,Vencida
POL01309,2022-08-12,2023-02-07,COB01,REG01,Sedán,Particular,202000.0,18200.42,57,M,Cancelada
POL01310,2023-12-05,2024-06-02,COB01,REG03,Sedán,Particular,267000.0,14354.93,34,F,Vencida
POL01311,2023-10-26,2024-10-25,COB01,REG05,Sedán,Particular,334000.0,12562.04,22,F,Vencida
POL01312,2022-07-28,2023-07-28,COB01,REG02,Sedán,Comercial,535000.0,15326.33,48,M,Vencida
POL01313,2022-04-05,2023-04-05,COB01,REG01,Pickup,Particular,178000.0,18275.08,24,M,Vencida
POL01314,2023-03-12,2024-03-11,COB01,REG01,Compacto,Particular,194000.0,15041.36,55,M,Vencida
POL01315,2022-10-01,2023-10-01,COB03,REG01,SUV,Particular,201000.0,6490.23,64,M,Vencida
POL01316,2022-10-29,2023-10-29,COB03,REG03,Pickup,Particular,469000.0,4862.77,28,M,Vencida
POL01317,2023-08-28,2024-08-27,COB02,REG03,SUV,Particular,319000.0,10306.05,65,M,Vencida
POL01318,2023-03-02,2024-03-01,COB02,REG01,Compacto,Particular,198000.0,10142.15,36,M,Vencida
POL01319,2023-07-01,2024-06-30,COB02,REG01,Sedán,Particular,112000.0,10633.07,59,F,Vencida
POL01320,2022-08-06,2023-08-06,COB01,REG05,Sedán,Particular,192000.0,12762.33,71,M,Vencida
POL01321,2023-05-29,2024-05-28,COB02,REG01,Compacto,Particular,182000.0,9644.83,56,M,Vencida
POL01322,2022-05-25,2023-05-25,COB01,REG02,Compacto,Particular,273000.0,12948.15,30,F,Vencida
POL01323,2023-03-29,2024-03-28,COB04,REG02,Camioneta,Particular,99000.0,6668.13,33,F,Vencida
POL01324,2023-12-12,2024-12-11,COB04,REG03,Pickup,Particular,218000.0,5754.05,33,M,Vencida
POL01325,2022-01-09,2023-01-09,COB01,REG03,Camioneta,Particular,458000.0,17106.43,29,M,Vencida
POL01326,2023-03-29,2024-03-28,COB01,REG01,SUV,Particular,263000.0,21934.15,45,M,Vencida
POL01327,2022-05-08,2023-05-08,COB01,REG04,Sedán,Particular,282000.0,13273.51,30,F,Vencida
POL01328,2023-04-27,2024-04-26,COB01,REG01,SUV,Particular,314000.0,20391.27,25,M,Vencida
POL01329,2022-12-22,2023-12-22,COB03,REG03,Sedán,Particular,145000.0,4182.52,61,F,Vencida
POL01330,2022-04-25,2023-04-25,COB03,REG03,Compacto,Particular,618000.0,4109.82,25,M,Vencida
POL01331,2023-08-10,2024-08-09,COB01,REG02,Sedán,Particular,341000.0,16558.07,47,M,Vencida
POL01332,2022-10-04,2023-10-04,COB01,REG03,Camioneta,Particular,290000.0,16556.89,39,F,Vencida
POL01333,2023-11-15,2024-11-14,COB02,REG04,Compacto,Particular,361000.0,6439.14,36,M,Vencida
POL01334,2023-04-27,2024-04-26,COB03,REG02,Pickup,Particular,267000.0,5101.68,23,F,Vencida
POL01335,2022-02-17,2023-02-17,COB01,REG03,Sedán,Particular,130000.0,14395.53,44,M,Vencida
POL01336,2022-02-24,2023-02-24,COB02,REG01,Sedán,Particular,310000.0,10841.51,54,M,Vencida
POL01337,2022-06-21,2022-12-18,COB01,REG01,SUV,Particular,479000.0,21089.29,42,M,Vencida
POL01338,2022-11-26,2023-11-26,COB02,REG01,Pickup,Comercial,419000.0,12732.27,51,M,Vencida
POL01339,2023-08-29,2024-08-28,COB01,REG02,Sedán,Particular,265000.0,16225.3,24,M,Vencida
POL01340,2022-10-22,2023-10-22,COB01,REG05,Sedán,Particular,387000.0,13373.64,36,M,Vencida
POL01341,2022-05-29,2023-05-29,COB03,REG03,SUV,Particular,370000.0,5197.54,34,M,Vencida
POL01342,2023-05-10,2023-11-06,COB02,REG01,Sedán,Particular,186000.0,10577.86,32,F,Vencida
POL01343,2022-11-22,2023-11-22,COB02,REG04,Pickup,Particular,229000.0,8221.57,67,F,Vencida
POL01344,2022-10-15,2023-04-13,COB01,REG03,Pickup,Particular,184000.0,15156.9,32,M,Vencida
POL01345,2023-03-29,2024-03-28,COB01,REG01,Compacto,Particular,188000.0,14740.01,19,F,Vencida
POL01346,2022-04-04,2023-04-04,COB03,REG01,Compacto,Particular,249000.0,4958.13,55,F,Vencida
POL01347,2022-05-27,2023-05-27,COB01,REG02,Camioneta,Particular,214000.0,16927.11,73,M,Vencida
POL01348,2022-07-11,2023-07-11,COB01,REG03,Camioneta,Particular,353000.0,17155.03,24,M,Vencida
POL01349,2023-02-22,2024-02-22,COB04,REG01,Pickup,Particular,337000.0,7279.65,57,F,Vencida
POL01350,2022-03-12,2022-09-08,COB01,REG02,Sedán,Particular,351000.0,16552.6,65,M,Vencida
POL01351,2023-11-08,2024-11-07,COB04,REG05,Compacto,Particular,187000.0,4507.1,34,F,Vencida
POL01352,2023-05-03,2024-05-02,COB01,REG02,Compacto,Particular,190000.0,13943.77,40,F,Vencida
POL01353,2023-01-30,2024-01-30,COB04,REG05,Sedán,Particular,201000.0,5341.48,58,F,Vencida
POL01354,2023-01-17,2024-01-17,COB03,REG03,SUV,Particular,269000.0,5075.89,50,M,Vencida
POL01355,2023-08-05,2023-11-09,COB03,REG02,Camioneta,Particular,201000.0,5440.01,24,F,Cancelada
POL01356,2022-06-12,2023-06-12,COB04,REG02,Sedán,Comercial,153000.0,6409.53,45,M,Vencida
POL01357,2023-03-23,2023-09-19,COB04,REG01,Compacto,Particular,816000.0,5611.39,49,F,Vencida
POL01358,2022-07-05,2022-10-02,COB01,REG05,SUV,Particular,317000.0,16602.69,66,M,Cancelada
POL01359,2022-07-10,2023-07-10,COB03,REG01,Sedán,Particular,221000.0,5382.0,26,F,Vencida
POL01360,2023-08-04,2024-08-03,COB01,REG02,Compacto,Particular,257000.0,13190.71,52,F,Vencida
POL01361,2022-05-16,2023-05-16,COB02,REG01,Camioneta,Particular,206000.0,13521.37,49,M,Vencida
POL01362,2022-08-11,2023-08-11,COB02,REG03,Compacto,Comercial,366000.0,7983.96,67,M,Vencida
POL01363,2023-12-28,2024-12-27,COB02,REG01,Sedán,Particular,608000.0,10935.85,73,M,Vencida
POL01364,2022-05-04,2023-05-04,COB01,REG02,Sedán,Particular,178000.0,14636.94,25,M,Vencida
POL01365,2022-08-30,2023-08-30,COB01,REG01,Compacto,Particular,270000.0,14471.75,18,M,Vencida
POL01366,2023-07-19,2024-07-18,COB04,REG01,Sedán,Particular,235000.0,7038.51,33,F,Vencida
POL01367,2022-04-22,2023-04-22,COB02,REG01,SUV,Particular,123000.0,13412.21,62,M,Vencida
POL01368,2023-05-05,2024-05-04,COB02,REG02,SUV,Particular,368000.0,11900.12,39,F,Vencida
POL01369,2022-09-28,2023-09-28,COB02,REG03,Camioneta,Particular,250000.0,10945.69,57,M,Vencida
POL01370,2022-11-19,2023-11-19,COB02,REG03,Compacto,Particular,103000.0,8476.82,40,M,Vencida
POL01371,2022-11-07,2023-11-07,COB02,REG03,Sedán,Particular,455000.0,9233.43,24,M,Vencida
POL01372,2022-10-03,2023-10-03,COB04,REG02,Camioneta,Particular,594000.0,6884.19,50,M,Vencida
POL01373,2023-09-08,2024-09-07,COB01,REG05,Compacto,Particular,450000.0,11818.16,50,M,Vencida
POL01374,2022-06-22,2023-06-22,COB01,REG05,Sedán,Particular,263000.0,12338.88,61,M,Vencida
POL01375,2022-10-13,2023-10-13,COB01,REG04,Sedán,Particular,231000.0,11405.34,44,F,Vencida
POL01376,2022-08-14,2023-08-14,COB01,REG03,Camioneta,Particular,288000.0,16104.57,46,M,Vencida
POL01377,2023-09-04,2024-05-11,COB04,REG05,SUV,Particular,218000.0,6111.64,55,M,Cancelada
POL01378,2022-09-14,2023-03-13,COB01,REG01,SUV,Particular,207000.0,20569.72,60,M,Vencida
POL01379,2023-01-06,2024-01-06,COB01,REG03,Compacto,Particular,234000.0,11744.69,60,F,Vencida
POL01380,2023-01-18,2024-01-18,COB02,REG02,Sedán,Particular,285000.0,9609.51,28,M,Vencida
POL01381,2022-05-15,2023-05-15,COB02,REG04,SUV,Particular,156000.0,10001.76,26,M,Vencida
POL01382,2022-09-13,2023-09-13,COB01,REG02,Compacto,Comercial,197000.0,13056.71,47,F,Vencida
POL01383,2023-01-17,2024-01-17,COB02,REG01,SUV,Particular,114000.0,14363.77,46,F,Vencida
POL01384,2022-06-06,2022-12-03,COB04,REG05,Compacto,Particular,265000.0,4483.65,27,M,Vencida
POL01385,2023-11-24,2024-11-23,COB01,REG03,Camioneta,Particular,199000.0,15969.79,21,M,Vencida
POL01386,2023-11-17,2024-11-16,COB02,REG01,Compacto,Particular,198000.0,9998.9,74,M,Vencida
POL01387,2023-07-22,2024-07-21,COB03,REG03,SUV,Comercial,213000.0,5248.44,56,F,Vencida
POL01388,2023-02-17,2024-02-17,COB03,REG03,Camioneta,Particular,363000.0,5031.79,61,F,Vencida
POL01389,2022-01-11,2022-07-10,COB03,REG02,Compacto,Particular,148000.0,4023.5,21,F,Vencida
POL01390,2023-08-30,2024-08-29,COB04,REG04,Pickup,Particular,127000.0,5229.93,73,F,Vencida
POL01391,2023-03-24,2024-03-23,COB04,REG01,Compacto,Particular,326000.0,6240.31,65,M,Vencida
POL01392,2023-10-09,2024-10-08,COB03,REG01,Sedán,Particular,233000.0,6024.32,27,F,Vencida
POL01393,2022-07-15,2023-07-15,COB02,REG01,Compacto,Particular,165000.0,10689.44,73,F,Vencida
POL01394,2023-12-31,2024-12-30,COB02,REG01,Camioneta,Particular,293000.0,12843.66,39,M,Vencida
POL01395,2022-06-19,2023-06-19,COB02,REG03,Camioneta,Particular,462000.0,11143.04,20,F,Vencida
POL01396,2023-06-05,2024-06-04,COB03,REG02,Compacto,Comercial,254000.0,4210.71,63,M,Vencida
POL01397,2022-08-30,2023-08-30,COB02,REG01,Compacto,Particular,239000.0,10264.01,49,F,Vencida
POL01398,2023-06-26,2024-06-25,COB01,REG03,Sedán,Particular,169000.0,13562.68,51,F,Vencida
POL01399,2023-12-19,2024-10-09,COB02,REG04,Compacto,Comercial,541000.0,7456.91,64,M,Cancelada
POL01400,2022-08-10,2023-08-10,COB03,REG05,Compacto,Particular,227000.0,3687.59,31,M,Vencida
POL01401,2022-03-31,2023-03-31,COB01,REG04,SUV,Particular,412000.0,15390.66,31,F,Vencida
POL01402,2023-04-17,2024-04-16,COB02,REG02,Camioneta,Particular,238000.0,11121.26,58,M,Vencida
POL01403,2022-11-09,2023-11-09,COB01,REG02,SUV,Particular,241000.0,17250.97,37,M,Vencida
POL01404,2022-12-29,2023-12-29,COB02,REG05,Camioneta,Particular,319000.0,9455.82,62,M,Vencida
POL01405,2023-11-07,2024-11-06,COB01,REG05,Pickup,Comercial,239000.0,13979.79,27,F,Vencida
POL01406,2022-10-08,2023-10-08,COB01,REG02,Sedán,Particular,531000.0,14225.5,65,M,Vencida
POL01407,2023-05-14,2024-05-13,COB01,REG02,SUV,Particular,168000.0,18730.91,37,M,Vencida
POL01408,2023-10-21,2024-10-20,COB04,REG04,Camioneta,Particular,124000.0,5988.55,20,F,Vencida
POL01409,2022-07-03,2023-07-03,COB01,REG03,Compacto,Particular,350000.0,13135.62,62,F,Vencida
POL01410,2023-04-19,2023-10-16,COB01,REG05,Sedán,Particular,177000.0,14048.25,42,F,Vencida
POL01411,2023-06-24,2024-06-23,COB02,REG04,Compacto,Particular,170000.0,7253.64,31,F,Vencida
POL01412,2023-02-01,2024-02-01,COB01,REG03,Camioneta,Particular,223000.0,16917.47,68,M,Vencida
POL01413,2022-12-03,2023-12-03,COB03,REG03,SUV,Comercial,201000.0,5345.68,64,F,Vencida
POL01414,2023-06-23,2023-12-20,COB03,REG03,Compacto,Comercial,305000.0,3842.07,26,F,Vencida
POL01415,2023-11-15,2024-11-14,COB04,REG05,Compacto,Comercial,257000.0,4940.56,24,M,Vencida
POL01416,2022-02-05,2023-02-05,COB02,REG01,Sedán,Particular,256000.0,11541.67,67,M,Vencida
POL01417,2023-06-21,2024-06-20,COB01,REG05,Pickup,Particular,272000.0,14222.04,67,M,Vencida
POL01418,2023-07-20,2024-07-19,COB01,REG04,Sedán,Particular,416000.0,12488.45,38,M,Vencida
POL01419,2023-04-09,2024-04-08,COB01,REG04,Sedán,Particular,147000.0,12143.64,34,M,Vencida
POL01420,2022-01-04,2023-01-04,COB01,REG03,Sedán,Comercial,256000.0,13905.51,57,F,Vencida
POL01421,2022-10-30,2023-10-30,COB02,REG01,Sedán,Particular,289000.0,11870.43,37,M,Vencida
POL01422,2023-04-06,2023-10-03,COB03,REG05,Pickup,Particular,371000.0,4457.32,74,M,Vencida
POL01423,2023-04-10,2024-04-09,COB01,REG03,Camioneta,Particular,341000.0,15069.94,44,M,Vencida
POL01424,2022-09-05,2023-09-05,COB01,REG03,Compacto,Particular,241000.0,12053.58,62,M,Vencida
POL01425,2022-03-11,2022-08-29,COB02,REG03,Sedán,Comercial,233000.0,9702.29,63,M,Cancelada
POL01426,2022-11-21,2023-11-21,COB01,REG04,SUV,Comercial,167000.0,15070.65,22,M,Vencida
POL01427,2023-06-20,2024-06-19,COB02,REG05,SUV,Particular,212000.0,11025.26,54,M,Vencida
POL01428,2022-11-14,2023-11-14,COB02,REG01,Sedán,Particular,322000.0,10965.55,25,M,Vencida
POL01429,2023-10-31,2023-12-30,COB01,REG02,SUV,Particular,232000.0,19891.42,40,F,Cancelada
POL01430,2023-07-03,2024-07-02,COB02,REG01,Pickup,Particular,359000.0,11634.87,37,M,Vencida
POL01431,2022-11-28,2023-11-28,COB04,REG03,Sedán,Particular,289000.0,5881.03,55,F,Vencida
